SDFB Person ID,ODNB ID,Display Name,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year,Group List
10005959,13289,Richard Hill,"",Richard,Hill,"","","Richard Hill, Richard, Richard Hill",male,diplomat and public servant,IN,1655,1656,IN,1727,1727,[]
10000031,57,Roger Acherley,"",Roger,Acherley,"","","Roger Acherley, Roger, Roger Acherley",male,political writer and lawyer,CA,1662,1662,IN,1740,1740,[]
10011034,25380,Thomas Sherlock,"",Thomas,Sherlock,"","","Thomas Sherlock, Thomas, Thomas Sherlock",male,bishop of London,IN,1677,1677,IN,1761,1761,[]
10000112,335,William Alexander,"",William,Alexander,"","","William Alexander, William, William Alexander",male,poet and politician,IN,1577,1577,IN,1640,1640,[]
10010297,23629,Lancelot Ridley,"",Lancelot,Ridley,"","","Lancelot Ridley, Lancelot, Lancelot Ridley",male,Church of England clergyman,AF,1466,NA,IN,1576,1576,[]
10006631,14868,Charles Johnson,"",Charles,Johnson,"","","Charles Johnson, Charles, Charles Johnson",male,playwright and poet,CA,1679,1679,IN,1748,1748,[]
10002354,64776,Sarah Cheevers,"",Sarah,Cheevers,"","","Sarah Cheevers, Sarah Shenel, Sarah, Sarah Cheevers",female,Quaker missionary,CA,1608,1608,CA,1664,1664,"[""Quakers""]"
10005496,12205,Sir Thomas Hanmer,Sir,Thomas,Hanmer,"","","Thomas Hanmer, Sir Thomas, Sir Thomas Hanmer, Sir Hanmer, Thomas, Thomas Hanmer",male,speaker of the House of Commons,IN,1677,1677,IN,1746,1746,[]
10006434,14311,Sir Richard Hutton,Sir,Richard,Hutton,"","","Richard Hutton, Sir Richard, Sir Richard Hutton, Sir Hutton, Richard, Richard Hutton",male,judge,IN,1561,1561,IN,1639,1639,[]
10004036,45814,Katharine Evans,"",Katharine,Evans,"","","Katharine Evans, Katharine Canual, Katharine Canval, Katharine, Katharine Evans",female,Quaker missionary,IN,1618,1618,IN,1692,1692,[]
10003943,8717,Sir William Ellis,Sir,William,Ellis,"","","William Ellis, Sir William, Sir William Ellis, Sir Ellis, William, William Ellis",male,Jacobite politician,IN,1641,1647,IN,1732,1732,[]
10012337,28251,Antonio Verrio,"",Antonio,Verrio,"","","Antonio Verrio, Antonio, Antonio Verrio",male,decorative painter,IN,1639,1639,IN,1707,1707,[]
10003085,6814,John Crouch,"",John,Crouch,"","","John Crouch, John, John Crouch",male,writer and bookseller,CA,1615,1615,AF/IN,1680,1680,[]
10001092,2462,William Birnie,"",William,Birnie,"","","William Birnie, William, William Birnie",male,Church of Scotland minister,IN,1563,1563,IN,1619,1619,[]
10010028,22925,Thomas Pyle,"",Thomas,Pyle,"","","Thomas Pyle, Thomas, Thomas Pyle",male,Church of England clergyman and religious controversialist,IN,1674,1674,IN,1756,1756,[]
10003114,71077,John Culpeper,"",John,Culpeper,"","","John Culpeper, John, John Culpeper",male,rebel leader in Carolina,IN,1644,1644,IN,1691,1694,[]
10010162,23233,John Reading,"",John,Reading,"","","John Reading, John, John Reading",male,Church of England clergyman and religious controversialist,IN,1587,1588,IN,1667,1667,[]
10007160,16073,Marcellus Laroon the elder,"",Marcellus,Laroon,the elder,"","Marcellus Laroon the elder, Marcellus, Marcellus Laroon, Marcellus Laroon the elder, Marcellus the elder",male,painter,IN,1648,1649,IN,1702,1702,[]
10006683,15006,Griffith Jones,"",Griffith,Jones,"","","Griffith Jones, Griffith, Griffith Jones",male,Church of England clergyman and educational reformer,IN,1684,1684,IN,1761,1761,[]
10002355,66086,Sir John Cheisly of Cresswell,Sir,John,Cheisly,of Cresswell,"","Sir John Cheisly, Sir John Cheisley, Sir John Chieslie, Sir John, Sir John Cheisly, Sir John Cheisly of Cresswell, Sir John of Cresswell, Sir Cheisly, Sir Cheisly of Cresswell, John, John Cheisly, John Cheisly of Cresswell, John of Cresswell",male,politician,AF,1567,NA,IN,1677,1677,[]
10000739,1597,Edward Barton,"",Edward,Barton,"","","Edward Barton, Edward, Edward Barton",male,diplomat,IN,1562,1563,IN,1598,1598,[]
10002060,4630,John Carew,"",John,Carew,"","","John Carew, John, John Carew",male,politician and regicide,IN,1622,1622,IN,1660,1660,[]
10009036,20638,Patrick O'Healy,"",Patrick,O'Healy,"","","Patrick O'Healy, Patrick O'Hely, Patrick, Patrick O'Healy",male,Roman Catholic bishop of Mayo and martyr,AF,1469,NA,IN,1579,1579,[]
10006833,15368,Gilbert Kennedy,"",Gilbert,Kennedy,"","","Gilbert Kennedy, Gilbert, Gilbert Kennedy",male,magnate,IN,1517,1517,IN,1558,1558,[]
10010843,25031,Francis Seager,"",Francis,Seager,"","","Francis Seager, Francis Segar, Francis, Francis Seager",male,translator and poet,IN,1549,1549,IN,1563,1563,[]
10000492,1034,Sir Henry Bagenal,Sir,Henry,Bagenal,"","","Sir Henry Bagenal, Sir Henry Bagnal, Sir Henry, Sir Henry Bagenal, Sir Bagenal, Henry, Henry Bagenal",male,soldier,IN,1556,1556,IN,1598,1598,[]
10012801,53891,Samuel White,"",Samuel,White,"","","Samuel White, Samuel, Samuel White",male,official in the Siamese service and pirate,IN,1650,1650,IN,1689,1689,[]
10007185,16131,Thomas Laurence,"",Thomas,Laurence,"","","Thomas Laurence, Thomas, Thomas Laurence",male,college head,IN,1597,1598,IN,1657,1657,[]
10008413,19068,Hugh Montgomery,"",Hugh,Montgomery,"","","Hugh Montgomery, Hugh, Hugh Montgomery",male,nobleman,BF/IN,1626,1626,IN,1663,1663,[]
10003968,8783,Edmund Elys,"",Edmund,Elys,"","","Edmund Elys, Edmund, Edmund Elys",male,nonjuring Church of England clergyman and writer,IN,1633,1635,IN,1708,1708,[]
10007761,69916,Angus MacDonald of Dunyvaig and the Glens,"",Angus,MacDonald,of Dunyvaig and the Glens,"","Angus MacDonald of Dunyvaig and the Glens, Angus, Angus MacDonald, Angus MacDonald of Dunyvaig and the Glens, Angus of Dunyvaig and the Glens",male,chief of clan Iain Mh&ograve;r or clan Donald south,IN,1548,1548,IN,1613,1613,[]
10012407,28399,Sir Joseph Wagstaffe,Sir,Joseph,Wagstaffe,"","","Joseph Wagstaffe, Sir Joseph, Sir Joseph Wagstaffe, Sir Wagstaffe, Joseph, Joseph Wagstaffe",male,royalist army officer,CA,1611,1611,IN,1666,1667,[]
10012372,28322,Richard Vines,"",Richard,Vines,"","","Richard Vines, Richard, Richard Vines",male,Church of England clergyman,IN,1599,1600,IN,1656,1656,[]
10005310,69904,Alexander Guthrie,"",Alexander,Guthrie,"","","Alexander Guthrie, Alexander, Alexander Guthrie",male,civic administrator and religious activist,AF,1472,NA,IN,1582,1582,[]
10002061,61144,Martha Carew,"",Martha,Carew,"","","Martha Carew, Martha Denny, Martha, Martha Carew",female,recusant,IN,1500,1500,IN,1572,1572,[]
10012274,28156,John Vaus,"",John,Vaus,"","","John Vaus, John, John Vaus",male,grammarian,IN,1484,1484,IN,1539,1539,[]
10000768,45808,Mary Bassett,"",Mary,Bassett,"","","Mary Bassett, Mary Roper, Mary, Mary Bassett",female,translator,AF,1462,NA,IN,1572,1572,[]
10006043,13694,John Hoker,"",John,Hoker,"","","John Hoker, John Hooker, John, John Hoker",male,author,IN,1525,1525,IN,1543,1543,[]
10004748,10482,Allan Geare,"",Allan,Geare,"","","Allan Geare, Allan, Allan Geare",male,clergyman and ejected minister,IN,1622,1622,IN,1662,1662,[]
10002224,37269,Michael Cavendish,"",Michael,Cavendish,"","","Michael Cavendish, Michael, Michael Cavendish",male,composer and courtier,IN,1565,1565,IN,1628,1628,[]
10008150,18463,John Mayow,"",John,Mayow,"","","John Mayow, John Mayer, John Mayo, John, John Mayow",male,physiologist and chemist,IN,1641,1641,IN,1679,1679,[]
10001226,2760,Hector Boece,"",Hector,Boece,"","","Hector Boece, Hector Boethius, Hector, Hector Boece",male,historian and college head,IN,1465,1465,IN,1536,1536,[]
10009601,22030,Robert Peterson,"",Robert,Peterson,"","","Robert Peterson, Robert, Robert Peterson",male,translator,IN,1562,1562,IN,1606,1606,[]
10009038,20651,Dermot O'Hurley,"",Dermot,O'Hurley,"","","Dermot O'Hurley, Dermot, Dermot O'Hurley",male,Roman Catholic archbishop of Cashel and martyr,IN,1530,1530,IN,1584,1584,[]
10006644,14908,Maurice Johnson,"",Maurice,Johnson,"","","Maurice Johnson, Maurice, Maurice Johnson",male,antiquary and barrister,IN,1688,1688,IN,1755,1755,[]
10004049,68254,Mary Evelyn,"",Mary,Evelyn,"","","Mary Evelyn, Mary, Mary Evelyn",female,"",IN,1665,1665,IN,1685,1685,[]
10001415,0,Michael Boyle,"",Michael,Boyle,"","","Michael Boyle, Michael, Michael Boyle",male,lord chancellor of Ireland and Church of Ireland archbishop of Armagh,IN,1609,1610,IN,1702,NA,[]
10003617,7899,James Douglas,"",James,Douglas,"","","James Douglas, James, James Douglas",male,anatomist and man-midwife,IN,1675,1675,IN,1742,1742,[]
10002148,4812,Christopher Cartwright,"",Christopher,Cartwright,"","","Christopher Cartwright, Christopher, Christopher Cartwright",male,Church of England clergyman and religious controversialist,IN,1602,1602,IN,1658,1658,[]
10005433,12061,Elizabeth Hamilton,"",Elizabeth,Hamilton,"","","Elizabeth Hamilton, Elizabeth, Elizabeth Hamilton",female,courtier,IN,1641,1641,IN,1708,1708,[]
10008430,19121,John Moore,"",John,Moore,"","","John Moore, John, John Moore",male,Church of England clergyman and author,AF,1509,NA,IN,1619,1619,[]
10004366,9685,George Fleetwood,"",George,Fleetwood,"","","George Fleetwood, George, George Fleetwood",male,army officer and regicide,IN,1623,1623,AF/IN,1664,1664,[]
10005655,12593,Thomas Hatcher,"",Thomas,Hatcher,"","","Thomas Hatcher, Thomas, Thomas Hatcher",male,antiquary,AF,1473,NA,IN,1583,1583,[]
10007178,16115,Sir John Lauder,Sir,John,Lauder,"","","John Lauder, Sir John, Sir John Lauder, Sir Lauder, John, John Lauder",male,judge and political commentator,IN,1646,1646,IN,1722,1722,[]
10004191,9295,Elijah Fenton,"",Elijah,Fenton,"","","Elijah Fenton, Elijah, Elijah Fenton",male,poet,IN,1683,1683,IN,1730,1730,[]
10007762,69918,Donald Dubh MacDonald,"",Donald Dubh,MacDonald,"","","Donald Dubh MacDonald, Donald Dubh, Donald Dubh MacDonald",male,rebel,AF,1435,NA,IN,1545,1545,[]
10000139,388,Thomas Allen,"",Thomas,Allen,"","","Thomas Allen, Thomas, Thomas Allen",male,clergyman and ejected minister,IN,1608,1608,IN,1673,1673,[]
10008416,19073,Sir Robert Montgomery of Skelmorlie,Sir,Robert,Montgomery,of Skelmorlie,"","Robert Montgomery of Skelmorlie, Sir Robert, Sir Robert Montgomery, Sir Robert Montgomery of Skelmorlie, Sir Robert of Skelmorlie, Sir Montgomery, Sir Montgomery of Skelmorlie, Robert, Robert Montgomery, Robert Montgomery of Skelmorlie, Robert of Skelmorlie",male,property speculator and author in America,IN,1680,1680,IN,1731,1731,[]
10003858,8437,John Eccles,"",John,Eccles,"","","John Eccles, John, John Eccles",male,composer,IN,1668,1668,IN,1735,1735,"[""The King's Musik""]"
10006950,15624,Thomas Kingsmill,"",Thomas,Kingsmill,"","","Thomas Kingsmill, Thomas, Thomas Kingsmill",male,"",AF,1495,NA,CA,1605,1605,[]
10006836,68267,James Kennedy,"",James,Kennedy,"","","James Kennedy, James, James Kennedy",male,Latin poet,IN,1662,1662,IN,1686,1686,[]
10003299,7196,John Davenant,"",John,Davenant,"","","John Davenant, John, John Davenant",male,bishop of Salisbury,IN,1572,1572,IN,1641,1641,[]
10004670,10329,Hannibal Gamon,"",Hannibal,Gamon,"","","Hannibal Gamon, Hannibal, Hannibal Gamon",male,Church of England clergyman,IN,1582,1582,IN,1650,1651,[]
10004675,10345,Tobias Garbrand,"",Tobias,Garbrand,"","","Tobias Garbrand, Tobias, Tobias Garbrand",male,physician and college head,AF,1579,NA,IN,1689,1689,[]
10009190,20984,Alice Owen,"",Alice,Owen,"","","Alice Owen, Alice Wilkes, Alice, Alice Owen",female,philanthropist,IN,1547,1547,IN,1613,1613,[]
10006131,13655,Jodocus Hondius,"",Jodocus,Hondius,"","","Jodocus Hondius, Jodocus, Jodocus Hondius",male,engraver and cartographer,IN,1563,1563,IN,1612,1612,[]
10008595,19480,William Mucklow,"",William,Mucklow,"","","William Mucklow, William, William Mucklow",male,religious writer,CA,1630,1630,IN,1713,1713,[]
10011228,25887,Richard Smith,"",Richard,Smith,"","","Richard Smith, Richard Smyth, Richard, Richard Smith",male,law officer and book collector,IN,1590,1590,IN,1675,1675,[]
10004672,10337,William Gandy,"",William,Gandy,"","","William Gandy, William, William Gandy",male,portrait painter,AF,1619,NA,IN,1729,1729,[]
10006991,15693,John Kite,"",John,Kite,"","","John Kite, John, John Kite",male,archbishop of Armagh and bishop of Carlisle,AF,1427,NA,IN,1537,1537,[]
10011892,38061,Maurice Thomson,"",Maurice,Thomson,"","","Maurice Thomson, Maurice Thompson, Maurice, Maurice Thomson",male,merchant,IN,1604,1604,IN,1676,1676,[]
10002356,5210,Henry Cheke,"",Henry,Cheke,"","","Henry Cheke, Henry, Henry Cheke",male,translator,IN,1548,1548,IN,1586,1586,[]
10009956,22797,James Primrose,"",James,Primrose,"","","James Primrose, James, James Primrose",male,government official,AF,1530,NA,IN,1640,1640,[]
10010185,23313,Assuerus Regemorter,"",Assuerus,Regemorter,"","","Assuerus Regemorter, Assuerus, Assuerus Regemorter",male,physician,IN,1615,1615,IN,1650,1650,[]
10007933,17962,Roger Manners,"",Roger,Manners,"","","Roger Manners, Roger, Roger Manners",male,nobleman,IN,1576,1576,IN,1612,1612,[]
10005720,12726,John Hay,"",John,Hay,"","","John Hay, John, John Hay",male,politician,IN,1626,1626,IN,1697,1697,[]
10013224,30193,John Yates,"",John,Yates,"","","John Yates, John, John Yates",male,Church of England clergyman and philosopher,AF,1547,NA,IN,1657,1657,[]
10011493,68749,John Starkey,"",John,Starkey,"","","John Starkey, John, John Starkey",male,politician in America,IN,1697,1697,IN,1765,1765,[]
10004048,53216,Mary Evelyn,"",Mary,Evelyn,"","","Mary Evelyn, Mary Browne, Mary, Mary Evelyn",female,correspondent,IN,1635,1635,IN,1709,1709,[]
10000839,1824,James Beaton,"",James,Beaton,"","","James Beaton, James, James Beaton",male,administrator and archbishop of St Andrews,IN,1473,1473,IN,1539,1539,[]
10007134,16019,Sir William Langhorne,Sir,William,Langhorne,"","","William Langhorne, Sir William, Sir William Langhorne, Sir Langhorne, William, William Langhorne",male,administrator in India,IN,1634,1634,IN,1715,1715,[]
10001867,4191,James Butler,"",James,Butler,"","","James Butler, James, James Butler",male,lord lieutenant of Ireland,IN,1610,1610,IN,1688,1688,[]
10009929,22745,Daniel Price,"",Daniel,Price,"","","Daniel Price, Daniel, Daniel Price",male,dean of Hereford,IN,1581,1581,IN,1631,1631,[]
10011835,27110,Henry Temple,"",Henry,Temple,"","","Henry Temple, Henry, Henry Temple",male,politician,IN,1676,1676,IN,1757,1757,[]
10012336,28250,Jean Veron,"",Jean,Veron,"","","Jean Veron, Jean, Jean Veron",male,religious writer and translator and Church of England clergyman,AF,1453,NA,IN,1563,1563,[]
10002960,6577,John Craig,"",John,Craig,"","","John Craig, John, John Craig",male,mathematician and Church of England clergyman,IN,1663,1663,IN,1731,1731,[]
10010758,24779,Sir Charles Scarburgh,Sir,Charles,Scarburgh,"","","Charles Scarburgh, Sir Charles, Sir Charles Scarburgh, Sir Scarburgh, Charles, Charles Scarburgh",male,physician and natural philosopher,IN,1615,1615,IN,1694,1694,[]
10002543,37293,Richard Clerke,"",Richard,Clerke,"","","Richard Clerke, Richard, Richard Clerke",male,navigator and privateer,IN,1572,1572,IN,1596,1596,[]
10013019,29776,Ralph Winterton,"",Ralph,Winterton,"","","Ralph Winterton, Ralph, Ralph Winterton",male,physician,IN,1601,1601,IN,1636,1636,[]
10007937,17982,Sir Richard Manningham,Sir,Richard,Manningham,"","","Richard Manningham, Sir Richard, Sir Richard Manningham, Sir Manningham, Richard, Richard Manningham",male,man-midwife,IN,1685,1685,IN,1759,1759,[]
10006685,15016,Hugh Jones,"",Hugh,Jones,"","","Hugh Jones, Hugh, Hugh Jones",male,bishop of Llandaff,IN,1508,1508,IN,1574,1574,[]
10013010,29758,John Winstanley,"",John,Winstanley,"","","John Winstanley, John, John Winstanley",male,poet,CA,1677,1677,IN,1750,1750,[]
10008514,19274,Sir Richard Morison,Sir,Richard,Morison,"","","Richard Morison, Sir Richard, Sir Richard Morison, Sir Morison, Richard, Richard Morison",male,humanist and diplomat,IN,1510,1510,IN,1556,1556,[]
10009285,21221,William Palmer,"",William,Palmer,"","","William Palmer, William, William Palmer",male,Church of England clergyman,IN,1538,1539,IN,1605,1605,[]
10010030,22930,William Pynchon,"",William,Pynchon,"","","William Pynchon, William, William Pynchon",male,public official and pamphleteer in America,IN,1590,1590,IN,1662,1662,[]
10007423,67256,Elizabeth Lilburne,"",Elizabeth,Lilburne,"","","Elizabeth Lilburne, Elizabeth Dewell, Elizabeth, Elizabeth Lilburne",female,Leveller,BF,1641,1641,IN,1660,1660,[]
10009047,20762,Rory O'More,"",Rory,O'More,"","","Rory O'More, Rory, Rory O'More",male,conspirator,CA,1592,1592,AF/IN,1666,1666,[]
10007072,39770,James Lacy,"",James,Lacy,"","","James Lacy, James, James Lacy",male,actor and theatre manager,IN,1696,1696,IN,1774,1774,[]
10013080,40796,Thomas Wolsey,"",Thomas,Wolsey,"","","Thomas Wolsey, Thomas, Thomas Wolsey",male,separatist leader,AF,1500,NA,IN,1610,1612,[]
10004493,9958,James Foster,"",James,Foster,"","","James Foster, James, James Foster",male,preacher and General Baptist minister,IN,1697,1697,IN,1753,1753,[]
10004127,9149,Sir Richard Fanshawe,Sir,Richard,Fanshawe,"","","Richard Fanshawe, Sir Richard, Sir Richard Fanshawe, Sir Fanshawe, Richard, Richard Fanshawe",male,diplomat and translator,IN,1608,1608,IN,1666,1666,"[""English Diplomats""]"
10001229,70859,James Boevey,"",James,Boevey,"","","James Boevey, James, James Boevey",male,merchant and philosopher,IN,1622,1622,IN,1696,1696,[]
10005762,12842,Sir Robert Heath,Sir,Robert,Heath,"","","Robert Heath, Sir Robert, Sir Robert Heath, Sir Heath, Robert, Robert Heath",male,judge,IN,1575,1575,IN,1649,1649,[]
10007349,16496,John Leslie,"",John,Leslie,"","","John Leslie, John, John Leslie",male,politician,IN,1679,1679,IN,1722,1722,[]
10012888,66353,Elizabeth Wilkinson,"",Elizabeth,Wilkinson,"","","Elizabeth Wilkinson, Elizabeth Gifford, Elizabeth, Elizabeth Wilkinson",female,spiritual autobiographer,IN,1612,1613,IN,1654,1654,[]
10009101,20612,John Ogle,"",John,Ogle,"","","John Ogle, John, John Ogle",male,wit and gambler,CA,1652,1653,CA,1692,1692,[]
10009448,21645,John Payne,"",John,Payne,"","","John Payne, John, John Payne",male,printmaker,AF,1538,NA,BF/IN,1648,1648,[]
10010300,68881,Robert Ridley,"",Robert,Ridley,"","","Robert Ridley, Robert, Robert Ridley",male,theologian,AF,1426,NA,CA,1536,1536,[]
10001635,3665,Sir Anthony Browne,Sir,Anthony,Browne,"","","Anthony Browne, Sir Anthony, Sir Anthony Browne, Sir Browne, Anthony, Anthony Browne",male,courtier,IN,1500,1500,IN,1548,1548,[]
10003515,7652,Arthur Dillon,"",Arthur,Dillon,"","","Arthur Dillon, Arthur, Arthur Dillon",male,Jacobite army officer and politician,IN,1670,1670,IN,1733,1733,[]
10007427,16657,George Lillo,"",George,Lillo,"","","George Lillo, George, George Lillo",male,playwright,IN,1691,1692,IN,1739,1739,[]
10008652,19654,William Murray,"",William,Murray,"","","William Murray, William, William Murray",male,Jacobite leader and army officer,IN,1689,1689,IN,1746,1746,[]
10008012,18173,Anthony Marten,"",Anthony,Marten,"","","Anthony Marten, Anthony Martin, Anthony, Anthony Marten",male,courtier and author,IN,1542,1542,IN,1597,1597,[]
10007188,16150,John Law,"",John,Law,"","","John Law, John, John Law",male,finance minister in France,IN,1671,1671,IN,1729,1729,[]
10004893,10847,Roger Goad,"",Roger,Goad,"","","Roger Goad, Roger, Roger Goad",male,college head,IN,1538,1538,IN,1610,1610,[]
10007191,16154,William Law,"",William,Law,"","","William Law, William, William Law",male,devotional writer and nonjuror,IN,1686,1686,IN,1761,1761,[]
10004759,63632,Joshua Gee,"",Joshua,Gee,"","","Joshua Gee, Joshua, Joshua Gee",male,writer on trade and merchant,IN,1667,1667,IN,1730,1730,[]
10010086,23077,Andrew Michael Ramsay,"",Andrew Michael,Ramsay,"","","Andrew Michael Ramsay, Andrew Michael, Andrew Michael Ramsay",male,philosopher and Jacobite sympathizer,IN,1686,1686,IN,1743,1743,[]
